surveyID	surveyTargetValue	surveyTargetType	includeOrExclude	surveyTargetID
1-1	Hydrurga leptonyx	taxon	include	231417
1-1	Leptonychotes weddellii	taxon	include	195932
1-1	Lobodon carcinophaga	taxon	include	344008
1-1	Mirounga leonina	taxon	include	231413
1-2	Hydrurga leptonyx	taxon	include	231417
1-2	Leptonychotes weddellii	taxon	include	195932
1-2	Lobodon carcinophaga	taxon	include	344008
1-2	Mirounga leonina	taxon	include	231413
10-1	Hydrurga leptonyx	taxon	include	231417
10-1	Leptonychotes weddellii	taxon	include	195932
10-1	Lobodon carcinophaga	taxon	include	344008
10-1	Mirounga leonina	taxon	include	231413
10-2	Hydrurga leptonyx	taxon	include	231417
10-2	Leptonychotes weddellii	taxon	include	195932
10-2	Lobodon carcinophaga	taxon	include	344008
10-2	Mirounga leonina	taxon	include	231413
100-1	Hydrurga leptonyx	taxon	include	231417
100-1	Leptonychotes weddellii	taxon	include	195932
100-1	Lobodon carcinophaga	taxon	include	344008
100-1	Mirounga leonina	taxon	include	231413
100-2	Hydrurga leptonyx	taxon	include	231417
100-2	Leptonychotes weddellii	taxon	include	195932
100-2	Lobodon carcinophaga	taxon	include	344008
100-2	Mirounga leonina	taxon	include	231413
101-1	Hydrurga leptonyx	taxon	include	231417
101-1	Leptonychotes weddellii	taxon	include	195932
101-1	Lobodon carcinophaga	taxon	include	344008
101-1	Mirounga leonina	taxon	include	231413
101-2	Hydrurga leptonyx	taxon	include	231417
101-2	Leptonychotes weddellii	taxon	include	195932
101-2	Lobodon carcinophaga	taxon	include	344008
101-2	Mirounga leonina	taxon	include	231413
102-1	Hydrurga leptonyx	taxon	include	231417
102-1	Leptonychotes weddellii	taxon	include	195932
102-1	Lobodon carcinophaga	taxon	include	344008
102-1	Mirounga leonina	taxon	include	231413
102-2	Hydrurga leptonyx	taxon	include	231417
102-2	Leptonychotes weddellii	taxon	include	195932
102-2	Lobodon carcinophaga	taxon	include	344008
102-2	Mirounga leonina	taxon	include	231413
103-1	Hydrurga leptonyx	taxon	include	231417
103-1	Leptonychotes weddellii	taxon	include	195932
103-1	Lobodon carcinophaga	taxon	include	344008
103-1	Mirounga leonina	taxon	include	231413
103-2	Hydrurga leptonyx	taxon	include	231417
103-2	Leptonychotes weddellii	taxon	include	195932
103-2	Lobodon carcinophaga	taxon	include	344008
103-2	Mirounga leonina	taxon	include	231413
104-1	Hydrurga leptonyx	taxon	include	231417
104-1	Leptonychotes weddellii	taxon	include	195932
104-1	Lobodon carcinophaga	taxon	include	344008
104-1	Mirounga leonina	taxon	include	231413
104-2	Hydrurga leptonyx	taxon	include	231417
104-2	Leptonychotes weddellii	taxon	include	195932
104-2	Lobodon carcinophaga	taxon	include	344008
104-2	Mirounga leonina	taxon	include	231413
105-1	Hydrurga leptonyx	taxon	include	231417
105-1	Leptonychotes weddellii	taxon	include	195932
105-1	Lobodon carcinophaga	taxon	include	344008
105-1	Mirounga leonina	taxon	include	231413
105-2	Hydrurga leptonyx	taxon	include	231417
105-2	Leptonychotes weddellii	taxon	include	195932
105-2	Lobodon carcinophaga	taxon	include	344008
105-2	Mirounga leonina	taxon	include	231413
106-1	Hydrurga leptonyx	taxon	include	231417
106-1	Leptonychotes weddellii	taxon	include	195932
106-1	Lobodon carcinophaga	taxon	include	344008
106-1	Mirounga leonina	taxon	include	231413
106-2	Hydrurga leptonyx	taxon	include	231417
106-2	Leptonychotes weddellii	taxon	include	195932
106-2	Lobodon carcinophaga	taxon	include	344008
106-2	Mirounga leonina	taxon	include	231413
107-1	Hydrurga leptonyx	taxon	include	231417
107-1	Leptonychotes weddellii	taxon	include	195932
107-1	Lobodon carcinophaga	taxon	include	344008
107-1	Mirounga leonina	taxon	include	231413
107-2	Hydrurga leptonyx	taxon	include	231417
107-2	Leptonychotes weddellii	taxon	include	195932
107-2	Lobodon carcinophaga	taxon	include	344008
107-2	Mirounga leonina	taxon	include	231413
108-1	Hydrurga leptonyx	taxon	include	231417
108-1	Leptonychotes weddellii	taxon	include	195932
108-1	Lobodon carcinophaga	taxon	include	344008
108-1	Mirounga leonina	taxon	include	231413
108-2	Hydrurga leptonyx	taxon	include	231417
108-2	Leptonychotes weddellii	taxon	include	195932
108-2	Lobodon carcinophaga	taxon	include	344008
108-2	Mirounga leonina	taxon	include	231413
109-1	Hydrurga leptonyx	taxon	include	231417
109-1	Leptonychotes weddellii	taxon	include	195932
109-1	Lobodon carcinophaga	taxon	include	344008
109-1	Mirounga leonina	taxon	include	231413
109-2	Hydrurga leptonyx	taxon	include	231417
109-2	Leptonychotes weddellii	taxon	include	195932
109-2	Lobodon carcinophaga	taxon	include	344008
109-2	Mirounga leonina	taxon	include	231413
11-1	Hydrurga leptonyx	taxon	include	231417
11-1	Leptonychotes weddellii	taxon	include	195932
11-1	Lobodon carcinophaga	taxon	include	344008
11-1	Mirounga leonina	taxon	include	231413
11-2	Hydrurga leptonyx	taxon	include	231417
11-2	Leptonychotes weddellii	taxon	include	195932
11-2	Lobodon carcinophaga	taxon	include	344008
11-2	Mirounga leonina	taxon	include	231413
110-1	Hydrurga leptonyx	taxon	include	231417
110-1	Leptonychotes weddellii	taxon	include	195932
110-1	Lobodon carcinophaga	taxon	include	344008
110-1	Mirounga leonina	taxon	include	231413
110-2	Hydrurga leptonyx	taxon	include	231417
110-2	Leptonychotes weddellii	taxon	include	195932
110-2	Lobodon carcinophaga	taxon	include	344008
110-2	Mirounga leonina	taxon	include	231413
111-1	Hydrurga leptonyx	taxon	include	231417
111-1	Leptonychotes weddellii	taxon	include	195932
111-1	Lobodon carcinophaga	taxon	include	344008
111-1	Mirounga leonina	taxon	include	231413
111-2	Hydrurga leptonyx	taxon	include	231417
111-2	Leptonychotes weddellii	taxon	include	195932
111-2	Lobodon carcinophaga	taxon	include	344008
111-2	Mirounga leonina	taxon	include	231413
112-1	Hydrurga leptonyx	taxon	include	231417
112-1	Leptonychotes weddellii	taxon	include	195932
112-1	Lobodon carcinophaga	taxon	include	344008
112-1	Mirounga leonina	taxon	include	231413
112-2	Hydrurga leptonyx	taxon	include	231417
112-2	Leptonychotes weddellii	taxon	include	195932
112-2	Lobodon carcinophaga	taxon	include	344008
112-2	Mirounga leonina	taxon	include	231413
113-1	Hydrurga leptonyx	taxon	include	231417
113-1	Leptonychotes weddellii	taxon	include	195932
113-1	Lobodon carcinophaga	taxon	include	344008
113-1	Mirounga leonina	taxon	include	231413
113-2	Hydrurga leptonyx	taxon	include	231417
113-2	Leptonychotes weddellii	taxon	include	195932
113-2	Lobodon carcinophaga	taxon	include	344008
113-2	Mirounga leonina	taxon	include	231413
114-1	Hydrurga leptonyx	taxon	include	231417
114-1	Leptonychotes weddellii	taxon	include	195932
114-1	Lobodon carcinophaga	taxon	include	344008
114-1	Mirounga leonina	taxon	include	231413
114-2	Hydrurga leptonyx	taxon	include	231417
114-2	Leptonychotes weddellii	taxon	include	195932
114-2	Lobodon carcinophaga	taxon	include	344008
114-2	Mirounga leonina	taxon	include	231413
115-1	Hydrurga leptonyx	taxon	include	231417
115-1	Leptonychotes weddellii	taxon	include	195932
115-1	Lobodon carcinophaga	taxon	include	344008
115-1	Mirounga leonina	taxon	include	231413
115-2	Hydrurga leptonyx	taxon	include	231417
115-2	Leptonychotes weddellii	taxon	include	195932
115-2	Lobodon carcinophaga	taxon	include	344008
115-2	Mirounga leonina	taxon	include	231413
116-1	Hydrurga leptonyx	taxon	include	231417
116-1	Leptonychotes weddellii	taxon	include	195932
116-1	Lobodon carcinophaga	taxon	include	344008
116-1	Mirounga leonina	taxon	include	231413
116-2	Hydrurga leptonyx	taxon	include	231417
116-2	Leptonychotes weddellii	taxon	include	195932
116-2	Lobodon carcinophaga	taxon	include	344008
116-2	Mirounga leonina	taxon	include	231413
117-1	Hydrurga leptonyx	taxon	include	231417
117-1	Leptonychotes weddellii	taxon	include	195932
117-1	Lobodon carcinophaga	taxon	include	344008
117-1	Mirounga leonina	taxon	include	231413
117-2	Hydrurga leptonyx	taxon	include	231417
117-2	Leptonychotes weddellii	taxon	include	195932
117-2	Lobodon carcinophaga	taxon	include	344008
117-2	Mirounga leonina	taxon	include	231413
118-1	Hydrurga leptonyx	taxon	include	231417
118-1	Leptonychotes weddellii	taxon	include	195932
118-1	Lobodon carcinophaga	taxon	include	344008
118-1	Mirounga leonina	taxon	include	231413
118-2	Hydrurga leptonyx	taxon	include	231417
118-2	Leptonychotes weddellii	taxon	include	195932
118-2	Lobodon carcinophaga	taxon	include	344008
118-2	Mirounga leonina	taxon	include	231413
119-1	Hydrurga leptonyx	taxon	include	231417
119-1	Leptonychotes weddellii	taxon	include	195932
119-1	Lobodon carcinophaga	taxon	include	344008
119-1	Mirounga leonina	taxon	include	231413
119-2	Hydrurga leptonyx	taxon	include	231417
119-2	Leptonychotes weddellii	taxon	include	195932
119-2	Lobodon carcinophaga	taxon	include	344008
119-2	Mirounga leonina	taxon	include	231413
12-1	Hydrurga leptonyx	taxon	include	231417
12-1	Leptonychotes weddellii	taxon	include	195932
12-1	Lobodon carcinophaga	taxon	include	344008
12-1	Mirounga leonina	taxon	include	231413
12-2	Hydrurga leptonyx	taxon	include	231417
12-2	Leptonychotes weddellii	taxon	include	195932
12-2	Lobodon carcinophaga	taxon	include	344008
12-2	Mirounga leonina	taxon	include	231413
120-1	Hydrurga leptonyx	taxon	include	231417
120-1	Leptonychotes weddellii	taxon	include	195932
120-1	Lobodon carcinophaga	taxon	include	344008
120-1	Mirounga leonina	taxon	include	231413
120-2	Hydrurga leptonyx	taxon	include	231417
120-2	Leptonychotes weddellii	taxon	include	195932
120-2	Lobodon carcinophaga	taxon	include	344008
120-2	Mirounga leonina	taxon	include	231413
121-1	Hydrurga leptonyx	taxon	include	231417
121-1	Leptonychotes weddellii	taxon	include	195932
121-1	Lobodon carcinophaga	taxon	include	344008
121-1	Mirounga leonina	taxon	include	231413
122-1	Hydrurga leptonyx	taxon	include	231417
122-1	Leptonychotes weddellii	taxon	include	195932
122-1	Lobodon carcinophaga	taxon	include	344008
122-1	Mirounga leonina	taxon	include	231413
122-2	Hydrurga leptonyx	taxon	include	231417
122-2	Leptonychotes weddellii	taxon	include	195932
122-2	Lobodon carcinophaga	taxon	include	344008
122-2	Mirounga leonina	taxon	include	231413
123-1	Hydrurga leptonyx	taxon	include	231417
123-1	Leptonychotes weddellii	taxon	include	195932
123-1	Lobodon carcinophaga	taxon	include	344008
123-1	Mirounga leonina	taxon	include	231413
123-2	Hydrurga leptonyx	taxon	include	231417
123-2	Leptonychotes weddellii	taxon	include	195932
123-2	Lobodon carcinophaga	taxon	include	344008
123-2	Mirounga leonina	taxon	include	231413
124-1	Hydrurga leptonyx	taxon	include	231417
124-1	Leptonychotes weddellii	taxon	include	195932
124-1	Lobodon carcinophaga	taxon	include	344008
124-1	Mirounga leonina	taxon	include	231413
124-2	Hydrurga leptonyx	taxon	include	231417
124-2	Leptonychotes weddellii	taxon	include	195932
124-2	Lobodon carcinophaga	taxon	include	344008
124-2	Mirounga leonina	taxon	include	231413
125-1	Hydrurga leptonyx	taxon	include	231417
125-1	Leptonychotes weddellii	taxon	include	195932
125-1	Lobodon carcinophaga	taxon	include	344008
125-1	Mirounga leonina	taxon	include	231413
125-2	Hydrurga leptonyx	taxon	include	231417
125-2	Leptonychotes weddellii	taxon	include	195932
125-2	Lobodon carcinophaga	taxon	include	344008
125-2	Mirounga leonina	taxon	include	231413
126-1	Hydrurga leptonyx	taxon	include	231417
126-1	Leptonychotes weddellii	taxon	include	195932
126-1	Lobodon carcinophaga	taxon	include	344008
126-1	Mirounga leonina	taxon	include	231413
126-2	Hydrurga leptonyx	taxon	include	231417
126-2	Leptonychotes weddellii	taxon	include	195932
126-2	Lobodon carcinophaga	taxon	include	344008
126-2	Mirounga leonina	taxon	include	231413
127-1	Hydrurga leptonyx	taxon	include	231417
127-1	Leptonychotes weddellii	taxon	include	195932
127-1	Lobodon carcinophaga	taxon	include	344008
127-1	Mirounga leonina	taxon	include	231413
127-2	Hydrurga leptonyx	taxon	include	231417
127-2	Leptonychotes weddellii	taxon	include	195932
127-2	Lobodon carcinophaga	taxon	include	344008
127-2	Mirounga leonina	taxon	include	231413
128-1	Hydrurga leptonyx	taxon	include	231417
128-1	Leptonychotes weddellii	taxon	include	195932
128-1	Lobodon carcinophaga	taxon	include	344008
128-1	Mirounga leonina	taxon	include	231413
128-2	Hydrurga leptonyx	taxon	include	231417
128-2	Leptonychotes weddellii	taxon	include	195932
128-2	Lobodon carcinophaga	taxon	include	344008
128-2	Mirounga leonina	taxon	include	231413
1288-1	Hydrurga leptonyx	taxon	include	231417
1288-1	Leptonychotes weddellii	taxon	include	195932
1288-1	Lobodon carcinophaga	taxon	include	344008
1288-1	Mirounga leonina	taxon	include	231413
1288-2	Hydrurga leptonyx	taxon	include	231417
1288-2	Leptonychotes weddellii	taxon	include	195932
1288-2	Lobodon carcinophaga	taxon	include	344008
1288-2	Mirounga leonina	taxon	include	231413
1289-1	Hydrurga leptonyx	taxon	include	231417
1289-1	Leptonychotes weddellii	taxon	include	195932
1289-1	Lobodon carcinophaga	taxon	include	344008
1289-1	Mirounga leonina	taxon	include	231413
1289-2	Hydrurga leptonyx	taxon	include	231417
1289-2	Leptonychotes weddellii	taxon	include	195932
1289-2	Lobodon carcinophaga	taxon	include	344008
1289-2	Mirounga leonina	taxon	include	231413
129-1	Hydrurga leptonyx	taxon	include	231417
129-1	Leptonychotes weddellii	taxon	include	195932
129-1	Lobodon carcinophaga	taxon	include	344008
129-1	Mirounga leonina	taxon	include	231413
129-2	Hydrurga leptonyx	taxon	include	231417
129-2	Leptonychotes weddellii	taxon	include	195932
129-2	Lobodon carcinophaga	taxon	include	344008
129-2	Mirounga leonina	taxon	include	231413
1290-1	Hydrurga leptonyx	taxon	include	231417
1290-1	Leptonychotes weddellii	taxon	include	195932
1290-1	Lobodon carcinophaga	taxon	include	344008
1290-1	Mirounga leonina	taxon	include	231413
1290-2	Hydrurga leptonyx	taxon	include	231417
1290-2	Leptonychotes weddellii	taxon	include	195932
1290-2	Lobodon carcinophaga	taxon	include	344008
1290-2	Mirounga leonina	taxon	include	231413
1291-1	Hydrurga leptonyx	taxon	include	231417
1291-1	Leptonychotes weddellii	taxon	include	195932
1291-1	Lobodon carcinophaga	taxon	include	344008
1291-1	Mirounga leonina	taxon	include	231413
1291-2	Hydrurga leptonyx	taxon	include	231417
1291-2	Leptonychotes weddellii	taxon	include	195932
1291-2	Lobodon carcinophaga	taxon	include	344008
1291-2	Mirounga leonina	taxon	include	231413
1292-1	Hydrurga leptonyx	taxon	include	231417
1292-1	Leptonychotes weddellii	taxon	include	195932
1292-1	Lobodon carcinophaga	taxon	include	344008
1292-1	Mirounga leonina	taxon	include	231413
1292-2	Hydrurga leptonyx	taxon	include	231417
1292-2	Leptonychotes weddellii	taxon	include	195932
1292-2	Lobodon carcinophaga	taxon	include	344008
1292-2	Mirounga leonina	taxon	include	231413
1293-1	Hydrurga leptonyx	taxon	include	231417
1293-1	Leptonychotes weddellii	taxon	include	195932
1293-1	Lobodon carcinophaga	taxon	include	344008
1293-1	Mirounga leonina	taxon	include	231413
1293-2	Hydrurga leptonyx	taxon	include	231417
1293-2	Leptonychotes weddellii	taxon	include	195932
1293-2	Lobodon carcinophaga	taxon	include	344008
1293-2	Mirounga leonina	taxon	include	231413
1294-1	Hydrurga leptonyx	taxon	include	231417
1294-1	Leptonychotes weddellii	taxon	include	195932
1294-1	Lobodon carcinophaga	taxon	include	344008
1294-1	Mirounga leonina	taxon	include	231413
1294-2	Hydrurga leptonyx	taxon	include	231417
1294-2	Leptonychotes weddellii	taxon	include	195932
1294-2	Lobodon carcinophaga	taxon	include	344008
1294-2	Mirounga leonina	taxon	include	231413
1295-1	Hydrurga leptonyx	taxon	include	231417
1295-1	Leptonychotes weddellii	taxon	include	195932
1295-1	Lobodon carcinophaga	taxon	include	344008
1295-1	Mirounga leonina	taxon	include	231413
1295-2	Hydrurga leptonyx	taxon	include	231417
1295-2	Leptonychotes weddellii	taxon	include	195932
1295-2	Lobodon carcinophaga	taxon	include	344008
1295-2	Mirounga leonina	taxon	include	231413
13-1	Hydrurga leptonyx	taxon	include	231417
13-1	Leptonychotes weddellii	taxon	include	195932
13-1	Lobodon carcinophaga	taxon	include	344008
13-1	Mirounga leonina	taxon	include	231413
130-1	Hydrurga leptonyx	taxon	include	231417
130-1	Leptonychotes weddellii	taxon	include	195932
130-1	Lobodon carcinophaga	taxon	include	344008
130-1	Mirounga leonina	taxon	include	231413
130-2	Hydrurga leptonyx	taxon	include	231417
130-2	Leptonychotes weddellii	taxon	include	195932
130-2	Lobodon carcinophaga	taxon	include	344008
130-2	Mirounga leonina	taxon	include	231413
131-1	Hydrurga leptonyx	taxon	include	231417
131-1	Leptonychotes weddellii	taxon	include	195932
131-1	Lobodon carcinophaga	taxon	include	344008
131-1	Mirounga leonina	taxon	include	231413
131-2	Hydrurga leptonyx	taxon	include	231417
131-2	Leptonychotes weddellii	taxon	include	195932
131-2	Lobodon carcinophaga	taxon	include	344008
131-2	Mirounga leonina	taxon	include	231413
132-1	Hydrurga leptonyx	taxon	include	231417
132-1	Leptonychotes weddellii	taxon	include	195932
132-1	Lobodon carcinophaga	taxon	include	344008
132-1	Mirounga leonina	taxon	include	231413
132-2	Hydrurga leptonyx	taxon	include	231417
132-2	Leptonychotes weddellii	taxon	include	195932
132-2	Lobodon carcinophaga	taxon	include	344008
132-2	Mirounga leonina	taxon	include	231413
133-1	Hydrurga leptonyx	taxon	include	231417
133-1	Leptonychotes weddellii	taxon	include	195932
133-1	Lobodon carcinophaga	taxon	include	344008
133-1	Mirounga leonina	taxon	include	231413
134-1	Hydrurga leptonyx	taxon	include	231417
134-1	Leptonychotes weddellii	taxon	include	195932
134-1	Lobodon carcinophaga	taxon	include	344008
134-1	Mirounga leonina	taxon	include	231413
134-2	Hydrurga leptonyx	taxon	include	231417
134-2	Leptonychotes weddellii	taxon	include	195932
134-2	Lobodon carcinophaga	taxon	include	344008
134-2	Mirounga leonina	taxon	include	231413
135-1	Hydrurga leptonyx	taxon	include	231417
135-1	Leptonychotes weddellii	taxon	include	195932
135-1	Lobodon carcinophaga	taxon	include	344008
135-1	Mirounga leonina	taxon	include	231413
135-2	Hydrurga leptonyx	taxon	include	231417
135-2	Leptonychotes weddellii	taxon	include	195932
135-2	Lobodon carcinophaga	taxon	include	344008
135-2	Mirounga leonina	taxon	include	231413
136-1	Hydrurga leptonyx	taxon	include	231417
136-1	Leptonychotes weddellii	taxon	include	195932
136-1	Lobodon carcinophaga	taxon	include	344008
136-1	Mirounga leonina	taxon	include	231413
136-2	Hydrurga leptonyx	taxon	include	231417
136-2	Leptonychotes weddellii	taxon	include	195932
136-2	Lobodon carcinophaga	taxon	include	344008
136-2	Mirounga leonina	taxon	include	231413
137-1	Hydrurga leptonyx	taxon	include	231417
137-1	Leptonychotes weddellii	taxon	include	195932
137-1	Lobodon carcinophaga	taxon	include	344008
137-1	Mirounga leonina	taxon	include	231413
137-2	Hydrurga leptonyx	taxon	include	231417
137-2	Leptonychotes weddellii	taxon	include	195932
137-2	Lobodon carcinophaga	taxon	include	344008
137-2	Mirounga leonina	taxon	include	231413
138-1	Hydrurga leptonyx	taxon	include	231417
138-1	Leptonychotes weddellii	taxon	include	195932
138-1	Lobodon carcinophaga	taxon	include	344008
138-1	Mirounga leonina	taxon	include	231413
138-2	Hydrurga leptonyx	taxon	include	231417
138-2	Leptonychotes weddellii	taxon	include	195932
138-2	Lobodon carcinophaga	taxon	include	344008
138-2	Mirounga leonina	taxon	include	231413
139-1	Hydrurga leptonyx	taxon	include	231417
139-1	Leptonychotes weddellii	taxon	include	195932
139-1	Lobodon carcinophaga	taxon	include	344008
139-1	Mirounga leonina	taxon	include	231413
139-2	Hydrurga leptonyx	taxon	include	231417
139-2	Leptonychotes weddellii	taxon	include	195932
139-2	Lobodon carcinophaga	taxon	include	344008
139-2	Mirounga leonina	taxon	include	231413
14-1	Hydrurga leptonyx	taxon	include	231417
14-1	Leptonychotes weddellii	taxon	include	195932
14-1	Lobodon carcinophaga	taxon	include	344008
14-1	Mirounga leonina	taxon	include	231413
14-2	Hydrurga leptonyx	taxon	include	231417
14-2	Leptonychotes weddellii	taxon	include	195932
14-2	Lobodon carcinophaga	taxon	include	344008
14-2	Mirounga leonina	taxon	include	231413
140-1	Hydrurga leptonyx	taxon	include	231417
140-1	Leptonychotes weddellii	taxon	include	195932
140-1	Lobodon carcinophaga	taxon	include	344008
140-1	Mirounga leonina	taxon	include	231413
140-2	Hydrurga leptonyx	taxon	include	231417
140-2	Leptonychotes weddellii	taxon	include	195932
140-2	Lobodon carcinophaga	taxon	include	344008
140-2	Mirounga leonina	taxon	include	231413
141-1	Hydrurga leptonyx	taxon	include	231417
141-1	Leptonychotes weddellii	taxon	include	195932
141-1	Lobodon carcinophaga	taxon	include	344008
141-1	Mirounga leonina	taxon	include	231413
141-2	Hydrurga leptonyx	taxon	include	231417
141-2	Leptonychotes weddellii	taxon	include	195932
141-2	Lobodon carcinophaga	taxon	include	344008
141-2	Mirounga leonina	taxon	include	231413
142-1	Hydrurga leptonyx	taxon	include	231417
142-1	Leptonychotes weddellii	taxon	include	195932
142-1	Lobodon carcinophaga	taxon	include	344008
142-1	Mirounga leonina	taxon	include	231413
142-2	Hydrurga leptonyx	taxon	include	231417
142-2	Leptonychotes weddellii	taxon	include	195932
142-2	Lobodon carcinophaga	taxon	include	344008
142-2	Mirounga leonina	taxon	include	231413
143-1	Hydrurga leptonyx	taxon	include	231417
143-1	Leptonychotes weddellii	taxon	include	195932
143-1	Lobodon carcinophaga	taxon	include	344008
143-1	Mirounga leonina	taxon	include	231413
143-2	Hydrurga leptonyx	taxon	include	231417
143-2	Leptonychotes weddellii	taxon	include	195932
143-2	Lobodon carcinophaga	taxon	include	344008
143-2	Mirounga leonina	taxon	include	231413
144-1	Hydrurga leptonyx	taxon	include	231417
144-1	Leptonychotes weddellii	taxon	include	195932
144-1	Lobodon carcinophaga	taxon	include	344008
144-1	Mirounga leonina	taxon	include	231413
144-2	Hydrurga leptonyx	taxon	include	231417
144-2	Leptonychotes weddellii	taxon	include	195932
144-2	Lobodon carcinophaga	taxon	include	344008
144-2	Mirounga leonina	taxon	include	231413
145-1	Hydrurga leptonyx	taxon	include	231417
145-1	Leptonychotes weddellii	taxon	include	195932
145-1	Lobodon carcinophaga	taxon	include	344008
145-1	Mirounga leonina	taxon	include	231413
145-2	Hydrurga leptonyx	taxon	include	231417
145-2	Leptonychotes weddellii	taxon	include	195932
145-2	Lobodon carcinophaga	taxon	include	344008
145-2	Mirounga leonina	taxon	include	231413
146-1	Hydrurga leptonyx	taxon	include	231417
146-1	Leptonychotes weddellii	taxon	include	195932
146-1	Lobodon carcinophaga	taxon	include	344008
146-1	Mirounga leonina	taxon	include	231413
146-2	Hydrurga leptonyx	taxon	include	231417
146-2	Leptonychotes weddellii	taxon	include	195932
146-2	Lobodon carcinophaga	taxon	include	344008
146-2	Mirounga leonina	taxon	include	231413
147-1	Hydrurga leptonyx	taxon	include	231417
147-1	Leptonychotes weddellii	taxon	include	195932
147-1	Lobodon carcinophaga	taxon	include	344008
147-1	Mirounga leonina	taxon	include	231413
147-2	Hydrurga leptonyx	taxon	include	231417
147-2	Leptonychotes weddellii	taxon	include	195932
147-2	Lobodon carcinophaga	taxon	include	344008
147-2	Mirounga leonina	taxon	include	231413
148-1	Hydrurga leptonyx	taxon	include	231417
148-1	Leptonychotes weddellii	taxon	include	195932
148-1	Lobodon carcinophaga	taxon	include	344008
148-1	Mirounga leonina	taxon	include	231413
148-2	Hydrurga leptonyx	taxon	include	231417
148-2	Leptonychotes weddellii	taxon	include	195932
148-2	Lobodon carcinophaga	taxon	include	344008
148-2	Mirounga leonina	taxon	include	231413
149-1	Hydrurga leptonyx	taxon	include	231417
149-1	Leptonychotes weddellii	taxon	include	195932
149-1	Lobodon carcinophaga	taxon	include	344008
149-1	Mirounga leonina	taxon	include	231413
149-2	Hydrurga leptonyx	taxon	include	231417
149-2	Leptonychotes weddellii	taxon	include	195932
149-2	Lobodon carcinophaga	taxon	include	344008
149-2	Mirounga leonina	taxon	include	231413
15-1	Hydrurga leptonyx	taxon	include	231417
15-1	Leptonychotes weddellii	taxon	include	195932
15-1	Lobodon carcinophaga	taxon	include	344008
15-1	Mirounga leonina	taxon	include	231413
15-2	Hydrurga leptonyx	taxon	include	231417
15-2	Leptonychotes weddellii	taxon	include	195932
15-2	Lobodon carcinophaga	taxon	include	344008
15-2	Mirounga leonina	taxon	include	231413
150-1	Hydrurga leptonyx	taxon	include	231417
150-1	Leptonychotes weddellii	taxon	include	195932
150-1	Lobodon carcinophaga	taxon	include	344008
150-1	Mirounga leonina	taxon	include	231413
150-2	Hydrurga leptonyx	taxon	include	231417
150-2	Leptonychotes weddellii	taxon	include	195932
150-2	Lobodon carcinophaga	taxon	include	344008
150-2	Mirounga leonina	taxon	include	231413
151-1	Hydrurga leptonyx	taxon	include	231417
151-1	Leptonychotes weddellii	taxon	include	195932
151-1	Lobodon carcinophaga	taxon	include	344008
151-1	Mirounga leonina	taxon	include	231413
151-2	Hydrurga leptonyx	taxon	include	231417
151-2	Leptonychotes weddellii	taxon	include	195932
151-2	Lobodon carcinophaga	taxon	include	344008
151-2	Mirounga leonina	taxon	include	231413
152-1	Hydrurga leptonyx	taxon	include	231417
152-1	Leptonychotes weddellii	taxon	include	195932
152-1	Lobodon carcinophaga	taxon	include	344008
152-1	Mirounga leonina	taxon	include	231413
152-2	Hydrurga leptonyx	taxon	include	231417
152-2	Leptonychotes weddellii	taxon	include	195932
152-2	Lobodon carcinophaga	taxon	include	344008
152-2	Mirounga leonina	taxon	include	231413
153-1	Hydrurga leptonyx	taxon	include	231417
153-1	Leptonychotes weddellii	taxon	include	195932
153-1	Lobodon carcinophaga	taxon	include	344008
153-1	Mirounga leonina	taxon	include	231413
153-2	Hydrurga leptonyx	taxon	include	231417
153-2	Leptonychotes weddellii	taxon	include	195932
153-2	Lobodon carcinophaga	taxon	include	344008
153-2	Mirounga leonina	taxon	include	231413
154-1	Hydrurga leptonyx	taxon	include	231417
154-1	Leptonychotes weddellii	taxon	include	195932
154-1	Lobodon carcinophaga	taxon	include	344008
154-1	Mirounga leonina	taxon	include	231413
154-2	Hydrurga leptonyx	taxon	include	231417
154-2	Leptonychotes weddellii	taxon	include	195932
154-2	Lobodon carcinophaga	taxon	include	344008
154-2	Mirounga leonina	taxon	include	231413
155-1	Hydrurga leptonyx	taxon	include	231417
155-1	Leptonychotes weddellii	taxon	include	195932
155-1	Lobodon carcinophaga	taxon	include	344008
155-1	Mirounga leonina	taxon	include	231413
155-2	Hydrurga leptonyx	taxon	include	231417
155-2	Leptonychotes weddellii	taxon	include	195932
155-2	Lobodon carcinophaga	taxon	include	344008
155-2	Mirounga leonina	taxon	include	231413
156-1	Hydrurga leptonyx	taxon	include	231417
156-1	Leptonychotes weddellii	taxon	include	195932
156-1	Lobodon carcinophaga	taxon	include	344008
156-1	Mirounga leonina	taxon	include	231413
156-2	Hydrurga leptonyx	taxon	include	231417
156-2	Leptonychotes weddellii	taxon	include	195932
156-2	Lobodon carcinophaga	taxon	include	344008
156-2	Mirounga leonina	taxon	include	231413
157-1	Hydrurga leptonyx	taxon	include	231417
157-1	Leptonychotes weddellii	taxon	include	195932
157-1	Lobodon carcinophaga	taxon	include	344008
157-1	Mirounga leonina	taxon	include	231413
157-2	Hydrurga leptonyx	taxon	include	231417
157-2	Leptonychotes weddellii	taxon	include	195932
157-2	Lobodon carcinophaga	taxon	include	344008
157-2	Mirounga leonina	taxon	include	231413
158-1	Hydrurga leptonyx	taxon	include	231417
