observedTaxon	observedTaxonID	organismQuantity	sex	lifeStage	organismQuantityType	surveyTargetID
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	15	indeterminate	juvenile	individuals	90-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	4	indeterminate	unknown	individuals	90-2-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	indeterminate	juvenile	individual	90-2-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	6	female	adult	individuals	90-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	adult	individual	90-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	indeterminate	adult	individuals	90-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	female	juvenile	individuals	90-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	5	indeterminate	juvenile	individuals	90-2-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	11	female	adult	individuals	91-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	16	female	juvenile	individuals	91-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	80	male	juvenile	individuals	91-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	26	indeterminate	juvenile	individuals	91-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	16	indeterminate	pup	individuals	91-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	86	indeterminate	unknown	individuals	91-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	4	female	adult	individuals	91-1-231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	male	adult	individual	91-1-231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	indeterminate	adult	individual	91-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	5	female	adult	individuals	91-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	adult	individuals	91-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	6	indeterminate	adult	individuals	91-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	6	female	juvenile	individuals	91-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	male	juvenile	individuals	91-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	indeterminate	juvenile	individuals	91-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	female	adult	individuals	91-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	7	female	juvenile	individuals	91-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	7	male	juvenile	individuals	91-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	7	indeterminate	juvenile	individuals	91-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	indeterminate	pup	individuals	91-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	10	indeterminate	unknown	individuals	91-2-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	female	adult	individual	91-2-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	11	female	adult	individuals	91-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	male	adult	individuals	91-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	adult	individual	91-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	7	female	juvenile	individuals	91-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	juvenile	individual	91-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	juvenile	individual	91-2-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	13	female	adult	individuals	92-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	7	female	juvenile	individuals	92-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	29	male	juvenile	individuals	92-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	10	indeterminate	juvenile	individuals	92-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	indeterminate	pup	individual	92-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	132	indeterminate	unknown	individuals	92-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	6	female	adult	individuals	92-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	5	female	adult	individuals	92-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	5	male	adult	individuals	92-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	indeterminate	adult	individuals	92-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	female	juvenile	individuals	92-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	male	juvenile	individuals	92-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	7	indeterminate	juvenile	individuals	92-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	6	female	adult	individuals	92-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	female	juvenile	individual	92-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	male	juvenile	individuals	92-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	6	indeterminate	juvenile	individuals	92-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	14	indeterminate	unknown	individuals	92-2-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	2	female	adult	individuals	92-2-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	8	female	adult	individuals	92-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	5	indeterminate	adult	individuals	92-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	female	juvenile	individuals	92-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	juvenile	individual	92-2-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	15	female	adult	individuals	93-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	male	adult	individuals	93-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	7	female	juvenile	individuals	93-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	11	male	juvenile	individuals	93-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	10	indeterminate	juvenile	individuals	93-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	179	indeterminate	unknown	individuals	93-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	9	female	adult	individuals	93-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	female	adult	individuals	93-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	male	adult	individuals	93-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	juvenile	individual	93-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	juvenile	individual	93-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	indeterminate	juvenile	individuals	93-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	female	adult	individuals	93-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	5	female	juvenile	individuals	93-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	male	juvenile	individual	93-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	indeterminate	juvenile	individuals	93-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	28	indeterminate	unknown	individuals	93-2-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	2	female	adult	individuals	93-2-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	7	female	adult	individuals	93-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	adult	individuals	93-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	indeterminate	adult	individuals	93-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	female	juvenile	individuals	93-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	juvenile	individuals	93-2-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	22	female	adult	individuals	94-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	5	female	juvenile	individuals	94-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	6	male	juvenile	individuals	94-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	12	indeterminate	juvenile	individuals	94-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	230	indeterminate	unknown	individuals	94-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	4	female	adult	individuals	94-1-231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	male	adult	individual	94-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	female	adult	individuals	94-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	adult	individuals	94-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	indeterminate	adult	individuals	94-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	8	female	juvenile	individuals	94-1-195932
